,Manufacturer Identification Number,Model Identification Numer,HSN_TSN,No. Of Driving Axles,max. Length,max. Width,max. Height,max. Gross Vehicle Weight,Manufacturer,Commercial Name,Type,Wheelbase,Power/Weight Ratio,Seats,Fuel Code,max. Top Speed,Fuel Type
35895,1329,ADN,1329_ADN,1,4400,1695,1850,2030,NISSAN,"Nissan NV200,NISSAN NV200",M20M,2725,0.043933054393305436,5,2,158, Diesel
35896,1329,ADO,1329_ADO,1,4400,1695,1865,1980,NISSAN,"Nissan NV200,NISSAN NV200",M20M,2725,0.05787781350482315,5,1,165,Petrol
35897,1329,ADP,1329_ADP,1,4400,1695,1850,2030,NISSAN,"Nissan NV200,NISSAN NV200",M20M,2725,0.04269739071501186,7,2,158, Diesel
35898,1329,ADQ,1329_ADQ,1,4400,1695,1865,1980,NISSAN,"Nissan NV200,NISSAN NV200",M20M,2725,0.056308654848800835,7,1,165,Petrol
35899,1329,ADR,1329_ADR,1,3980,1695,1685,1820,NISSAN,NISSAN CUBE,Z12,2530,0.05800214822771214,5,2,175, Diesel
35900,1329,ADS,1329_ADS,1,4400,1695,1850,2000,NISSAN,Nissan NV200,M20N,2725,0.06141015921152388,2,1,165,Petrol
35901,1329,ADT,1329_ADT,1,4400,1695,1850,2000,NISSAN,Nissan NV200,M20N,2725,0.04666666666666667,2,2,158, Diesel
35902,1329,ADU,1329_ADU,1,3980,1695,1670,1730,NISSAN,NISSAN CUBE,Z12,2530,0.06216423637759018,5,1,175,Petrol
35903,1329,ADV,1329_ADV,1,4302,1695,1533,1785,NISSAN,NISSAN TIIDA,C11,2597,0.05524079320113314,5,2,186, Diesel
35904,1329,ADW,1329_ADW,1,4302,1695,1533,1735,NISSAN,NISSAN TIIDA,C11,2597,0.06963684013478098,5,1,195,Petrol
35905,1329,ADX,1329_ADX,1,4302,1695,1533,1715,NISSAN,NISSAN TIIDA,C11,2597,0.06150341685649203,5,1,186,Petrol
35906,1329,ADY,1329_ADY,2,4635,1800,1595,2350,INFINITI,"INFINITI QX50,INFINITI EX",J50,2800,0.12433862433862433,5,1,240,Petrol
35907,1329,ADZ,1329_ADZ,1,4265,1845,1310,1800,NISSAN,NISSAN 370Z,Z34,2550,0.1513819095477387,2,1,250,Petrol
35908,1329,AEA,1329_AEA,1,4265,1845,1320,1885,NISSAN,NISSAN 370Z Roadster,Z34,2550,0.14803439803439802,2,1,250,Petrol
35909,1329,AEB,1329_AEB,2,4865,1925,1674,2520,INFINITI,"INFINITI QX70,INFINITI FX",S51,2885,0.11536573392243496,5,1,233,Petrol
35910,1329,AEC,1329_AEC,2,4865,1925,1674,2595,INFINITI,"INFINITI QX70,INFINITI FX",S51,2885,0.13486842105263158,5,1,250,Petrol
35911,1329,AED,1329_AED,2,4860,1885,1720,2380,NISSAN,NISSAN MURANO,Z51,2825,0.09753566796368353,5,1,210,Petrol
35912,1329,AEE,1329_AEE,2,4813,1848,1862,2880,NISSAN,NISSAN PATHFINDER,R51,2852,0.06334841628959276,7,2,186, Diesel
35913,1329,AEF,1329_AEF,1,5192,1904,2477,3050,NISSAN,NISSAN PRIMASTAR,4,3498,0.04184308841843088,5,2,160, Diesel
35914,1329,AEG,1329_AEG,1,5182,1904,2477,3040,NISSAN,NISSAN PRIMASTAR,4,3498,0.03301650825412707,5,2,150, Diesel
35915,1329,AEH,1329_AEH,1,5182,1904,1969,3045,NISSAN,NISSAN PRIMASTAR,4,3498,0.05181598062953995,5,2,170, Diesel
35916,1329,AEI,1329_AEI,1,5182,1904,1969,2970,NISSAN,NISSAN PRIMASTAR,4,3498,0.04389994895354773,5,1,160,Petrol
35917,1329,AEK,1329_AEK,2,4865,1925,1674,2700,INFINITI,"INFINITI QX70,INFINITI FX",S51,2885,0.08215962441314555,5,2,212, Diesel
35918,1329,AEL,1329_AEL,1,5182,1904,2477,3055,NISSAN,NISSAN PRIMASTAR,4,3498,0.04215809284818068,6,2,160, Diesel
35919,1329,AEM,1329_AEM,1,5182,1904,2477,3055,NISSAN,NISSAN PRIMASTAR,4,3498,0.03312421580928482,6,2,150, Diesel
35920,1329,AEN,1329_AEN,1,5182,1904,2477,3070,NISSAN,NISSAN PRIMASTAR,4,3498,0.052865612648221344,6,2,170, Diesel
35921,1329,AEO,1329_AEO,1,5182,1904,2477,2970,NISSAN,NISSAN PRIMASTAR,4,3498,0.044295647695081125,6,1,160,Petrol
35922,1329,AEP,1329_AEP,1,5182,1904,1973,3045,NISSAN,NISSAN PRIMASTAR,4,3498,0.041573867854491464,6,2,160, Diesel
35923,1329,AEQ,1329_AEQ,1,4330,1783,1623,1960,NISSAN,NISSAN QASHQAI,J10,2630,0.07455197132616488,5,1,195,Petrol
35924,1329,AER,1329_AER,1,4330,1783,1623,2085,NISSAN,NISSAN QASHQAI,J10,2630,0.07248764415156507,5,2,194, Diesel
35925,1329,AES,1329_AES,2,4330,1783,1623,2100,NISSAN,NISSAN QASHQAI,J10,2630,0.06951026856240126,5,2,193, Diesel
35926,1329,AET,1329_AET,2,4645,1800,1595,2470,INFINITI,"INFINITI QX50,INFINITI EX",J50,2800,0.08771929824561403,5,2,221, Diesel
35927,1329,AEU,1329_AEU,1,4980,1845,1493,2310,INFINITI,"INFINITI Q70,INFINITI M",Y51,2900,0.13202247191011235,5,1,250,Petrol
35928,1329,AEV,1329_AEV,2,4860,1885,1720,2495,NISSAN,NISSAN MURANO,Z51,2825,0.07014028056112225,5,2,196, Diesel
35929,1329,AEW,1329_AEW,2,4813,1848,1862,2980,NISSAN,NISSAN PATHFINDER,R51,2852,0.0735930735930736,7,2,200, Diesel
35930,1329,AEX,1329_AEX,1,4400,1695,1860,2000,NISSAN,Nissan NV200,M20N,2725,0.05971249539255437,5,1,165,Petrol
35931,1329,AEY,1329_AEY,1,4400,1695,1860,2000,NISSAN,Nissan NV200,M20N,2725,0.0455531453362256,5,2,158, Diesel
35932,1329,AEZ,1329_AEZ,1,3825,1675,1525,1425,NISSAN,MICRA,K13,2450,0.05784313725490196,5,1,170,Petrol
35933,1329,AFA,1329_AFA,1,4980,1845,1493,2455,INFINITI,"INFINITI Q70,INFINITI M",Y51,2900,0.09210526315789473,5,2,250, Diesel
35934,1329,AFB,1329_AFB,1,4135,1765,1565,1770,NISSAN,"Nissan Juke,NISSAN JUKE",F15,2530,0.05842048323115759,5,2,185, Diesel
35935,1329,AFC,1329_AFC,2,4813,1848,1862,2880,NISSAN,NISSAN PATHFINDER,R51,2852,0.06414662084765177,5,2,186, Diesel
35936,1329,AFD,1329_AFD,1,4135,1765,1565,1770,NISSAN,"Nissan Juke,NISSAN JUKE",F15,2530,0.10148604566872055,5,1,215,Petrol
35937,1329,AFE,1329_AFE,2,4135,1765,1565,1880,NISSAN,"Nissan Juke,NISSAN JUKE",F15,2530,0.09311606252078483,5,1,200,Petrol
35938,1329,AFF,1329_AFF,1,4135,1765,1565,1680,NISSAN,"Nissan Juke,NISSAN JUKE",F15,2530,0.06713505074160812,5,1,178,Petrol
35939,1329,AFG,1329_AFG,1,4541,1783,1646,2072,NISSAN,"NISSAN QASHQAI+2,NISSAN Q",J10,2765,0.061319073083778965,7,1,181,Petrol
35940,1329,AFH,1329_AFH,1,4541,1783,1646,2170,NISSAN,"NISSAN QASHQAI,NISSAN QAS",J10,2765,0.05454545454545454,7,2,177, Diesel
35941,1329,AFI,1329_AFI,1,4100,1691,1550,1615,NISSAN,NISSAN NOTE,E11,2600,0.05207100591715976,5,2,168, Diesel
35942,1329,AFJ,1329_AFJ,1,5180,1825,1810,2810,NISSAN,Nissan NP300 Pick-Up,D22N,2950,0.05656565656565657,5,2,170, Diesel
35943,1329,AFK,1329_AFK,2,5180,1825,1820,2860,NISSAN,Nissan NP300 Pick-Up,D22N,2950,0.05151116951379763,5,2,160, Diesel
35944,1329,AFL,1329_AFL,1,4400,1695,2100,2050,NISSAN,"Nissan NV200,NV200",M20N,2725,0.043236161152964296,5,2,158, Diesel
35945,1329,AFM,1329_AFM,1,4400,1695,1865,2060,NISSAN,Nissan NV200,M20M,2725,0.045501551189245086,5,2,158, Diesel
35946,1329,AFN,1329_AFN,1,4400,1695,1865,2060,NISSAN,Nissan NV200,M20M,2725,0.04407345575959933,7,2,158, Diesel
35947,1329,AFO,1329_AFO,2,4670,1895,1370,2200,NISSAN,NISSAN GT-R,R35,2780,0.21910112359550563,4,1,315,Petrol
35948,1329,AFP,1329_AFP,2,4645,1800,1595,2540,INFINITI,"Infiniti QX50,Infiniti EX",J50N,2800,0.08717310087173101,5,2,221, Diesel
35949,1329,AFQ,1329_AFQ,2,4865,1925,1674,2720,INFINITI,"Infiniti QX70,Infiniti FX",S51N,2885,0.0806637474072367,5,2,212, Diesel
35950,1329,AFR,1329_AFR,1,4400,1695,2100,2070,NISSAN,"Nissan NV200,NV200",M20N,2725,0.052478134110787174,5,2,169, Diesel
35951,1329,AFS,1329_AFS,1,4400,1695,1865,2080,NISSAN,Nissan NV200,M20M,2725,0.05519591141396934,5,2,169, Diesel
35952,1329,AFT,1329_AFT,1,4400,1695,1865,2080,NISSAN,Nissan NV200,M20M,2725,0.05341246290801187,7,2,169, Diesel
